Solidity-File,Contract-Name,Avg-Assignment,Avg-blank-lines,Avg-commas,Avg-comments,Avg-comparisons,Avg-Identifiers-Length,Avg-conditionals,Avg-indentation-length,Avg-keywords,Avg-line-length,Avg-loops,Avg-number-of-identifiers,Avg-numbers,Avg-operators,Avg-parenthesis,Avg-periods,Avg-spaces,Max-Identifiers-Length,Max-indentation,Max-keywords,Max-line-length,Max-number-of-identifiers,Max-numbers,Max-char,Max-words,SLOC
10022.sol,StandardToken,0.0625,0.04166666666666665,0.14583333333333331,0.0,0.0,5.020833333333333,0.020833333333333325,2.833333333333333,0.5208333333333333,36.083333333333336,0.0,0.6666666666666666,0.08333333333333333,0.0,1.7916666666666667,0.0625,5.4375,8,4,2,90,12,4,26,3,21
10022.sol,UpgradeAgent,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.333333333333333,0.8333333333333333,43.666666666666664,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0,4,2,61,0,0,7,0,4
10022.sol,UpgradeableToken,0.21203463203463202,0.09307359307359304,0.05714285714285714,0.0,0.3068398268398268,10.373333333333333,0.2535930735930736,4.279999999999999,0.19194805194805192,37.95,0.0,0.9510822510822511,0.25056277056277054,0.0,1.6212987012987015,0.27636363636363637,5.961212121212121,15,8,2,86,27,4,43,6,57
10023.sol,CrowdsaleExt,0.09297945764504989,0.05873563829849083,0.22244696781864387,0.0,0.1988528331950975,8.81311240359228,0.08298403069756816,3.2982599100246155,0.4865885697926391,42.99446672608437,0.015033740769034886,0.8793729498856413,0.16924542017209218,0.04519719469356858,2.186474458704515,0.2132018012205361,5.880255301261546,40,10,2,204,66,8,133,13,336
10023.sol,ERC20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5,80.0,0.0,0.0,0.0,0.0,4.0,0.0,9.5,0,2,2,87,0,0,9,0,2
10023.sol,ERC20Basic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,68.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0,2,2,68,0,0,7,0,1
10023.sol,FinalizeAgent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.6666666666666666,26.333333333333332,0.0,0.0,0.0,0.0,2.0,0.0,4.666666666666667,0,4,2,60,0,0,8,0,3
10023.sol,Haltable,0.18333333333333332,0.0,0.0,0.0,0.0,5.65,0.15,2.8666666666666663,0.13333333333333333,19.633333333333333,0.0,0.7333333333333333,0.0,0.0,1.1333333333333333,0.05,4.533333333333333,15,4,1,56,4,0,9,1,18
10023.sol,NullFinalizeAgentExt,0.08333333333333333,0.0,0.0,0.0,0.0,2.375,0.0,2.333333333333333,0.5,29.125,0.0,0.16666666666666666,0.0,0.0,1.8333333333333333,0.0,4.208333333333333,10,4,2,82,2,0,9,1,10
10023.sol,Ownable,0.24444444444444446,0.0,0.06666666666666667,0.0,0.16666666666666666,5.583333333333333,0.0,2.9555555555555557,0.17777777777777778,21.96666666666667,0.0,1.0888888888888888,0.13333333333333333,0.0,1.611111111111111,0.19444444444444442,4.3999999999999995,20,4,1,65,8,2,20,3,12
10023.sol,PricingStrategy,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.333333333333333,1.0833333333333333,65.16666666666666,0.0,0.0,0.0,0.0,2.5,0.0,8.083333333333334,0,4,2,148,0,0,14,0,8
10023.sol,ReleasableToken,0.15,0.05,0.22916666666666666,0.0,0.0,7.777083333333333,0.06666666666666665,3.3125,0.17083333333333334,32.067708333333336,0.0,0.9104166666666667,0.0,0.0,1.675,0.11458333333333333,5.2625,16,12,1,108,6,0,18,2,41
10023.sol,SafeMathLibExt,0.14166666666666666,0.0,0.20416666666666666,0.0,0.55,1.8418560606060606,0.0,3.1833333333333336,0.20416666666666666,21.975,0.0,1.4708333333333332,0.18333333333333335,0.37916666666666665,1.7166666666666668,0.0,6.591666666666667,6,4,1,51,11,2,9,4,20
10024.sol,CrowdsaleExt,0.1049100209948641,0.06735228364702513,0.08268377115593199,0.0,0.218096655762365,10.077284571681854,0.0968798459850161,3.4884140948657074,0.31080388593092967,35.94151189312479,0.016488618907973745,0.9879339684962751,0.19148911186030054,0.049571116760688115,2.0051068843269464,0.2396993362360132,5.314414905195948,40,10,2,204,66,8,133,13,343
10024.sol,FinalizeAgent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.222222222222222,1.222222222222222,36.11111111111111,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,4.888888888888889,0,4,2,60,0,0,8,0,5
10024.sol,Haltable,0.18333333333333332,0.0,0.0,0.0,0.0,5.65,0.15,2.8666666666666663,0.13333333333333333,19.633333333333333,0.0,0.7333333333333333,0.0,0.0,1.1333333333333333,0.05,4.533333333333333,15,4,1,56,4,0,9,1,18
10024.sol,MintableTokenExt,0.10915032679738562,0.015972222222222218,0.1412173202614379,0.0,0.034313725490196074,9.989827533577534,0.043195611577964504,3.1971055088702145,0.3403186274509804,40.49132819794584,0.0049019607843137246,1.0097747432306254,0.05155228758169934,0.020915032679738557,1.5948295985060692,0.23232959850606907,5.475560224089636,32,8,2,139,28,4,76,7,74
10024.sol,MintedTokenCappedCrowdsaleExt,0.11553446553446553,0.05454545454545455,0.42967032967032964,0.0,0.22597402597402597,12.50110544217687,0.0,3.1610500610500614,0.32159507159507156,44.23229548229548,0.0,1.1372793872793874,0.0,0.0,1.8113886113886113,0.1344155844155844,5.671428571428572,28,4,2,146,16,0,34,4,49
10024.sol,Ownable,0.24444444444444446,0.0,0.06666666666666667,0.0,0.16666666666666666,5.583333333333333,0.0,2.9555555555555557,0.17777777777777778,21.96666666666667,0.0,1.0888888888888888,0.13333333333333333,0.0,1.611111111111111,0.19444444444444442,4.3999999999999995,20,4,1,65,8,2,20,3,12
10024.sol,PricingStrategy,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,2.444444444444444,1.111111111111111,69.55555555555556,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,9.11111111111111,0,4,2,148,0,0,14,0,7
10024.sol,SafeMath,0.07083333333333333,0.0,0.26875,0.0,0.575,1.3948863636363638,0.0,2.925,0.4354166666666666,29.54375,0.0,1.4520833333333334,0.09166666666666667,0.18958333333333333,1.8583333333333334,0.0,7.447916666666667,6,4,2,77,11,2,12,4,32
10024.sol,SafeMathLibExt,0.14166666666666666,0.0,0.20416666666666666,0.0,0.55,1.8418560606060606,0.0,3.1833333333333336,0.20416666666666666,21.975,0.0,1.4708333333333332,0.18333333333333335,0.37916666666666665,1.7166666666666668,0.0,6.591666666666667,6,4,1,51,11,2,9,4,20
10024.sol,StandardToken,0.17129629629629628,0.04629629629629628,0.36574074074074076,0.0,0.0,5.2780555555555555,0.013888888888888883,3.027777777777778,0.39351851851851855,38.24305555555556,0.0,1.3518518518518519,0.05555555555555555,0.0,1.787037037037037,0.16203703703703703,5.6342592592592595,10,4,2,90,25,4,28,5,36
10025.sol,CrowdsaleExt,0.1049100209948641,0.06735228364702513,0.08268377115593199,0.0,0.218096655762365,10.077284571681854,0.0968798459850161,3.4884140948657074,0.31080388593092967,35.94151189312479,0.016488618907973745,0.9879339684962751,0.19148911186030054,0.049571116760688115,2.0051068843269464,0.2396993362360132,5.314414905195948,40,10,2,204,66,8,133,13,343
10025.sol,FinalizeAgent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.222222222222222,1.222222222222222,36.11111111111111,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,4.888888888888889,0,4,2,60,0,0,8,0,5
10025.sol,Haltable,0.18333333333333332,0.0,0.0,0.0,0.0,5.65,0.15,2.8666666666666663,0.13333333333333333,19.633333333333333,0.0,0.7333333333333333,0.0,0.0,1.1333333333333333,0.05,4.533333333333333,15,4,1,56,4,0,9,1,18
10025.sol,MintableTokenExt,0.10915032679738562,0.015972222222222218,0.1412173202614379,0.0,0.034313725490196074,9.989827533577534,0.043195611577964504,3.1971055088702145,0.3403186274509804,40.49132819794584,0.0049019607843137246,1.0097747432306254,0.05155228758169934,0.020915032679738557,1.5948295985060692,0.23232959850606907,5.475560224089636,32,8,2,139,28,4,76,7,74
10025.sol,MintedTokenCappedCrowdsaleExt,0.11553446553446553,0.05454545454545455,0.42967032967032964,0.0,0.22597402597402597,12.50110544217687,0.0,3.1610500610500614,0.32159507159507156,44.23229548229548,0.0,1.1372793872793874,0.0,0.0,1.8113886113886113,0.1344155844155844,5.671428571428572,28,4,2,146,16,0,34,4,49
10025.sol,Ownable,0.24444444444444446,0.0,0.06666666666666667,0.0,0.16666666666666666,5.583333333333333,0.0,2.9555555555555557,0.17777777777777778,21.96666666666667,0.0,1.0888888888888888,0.13333333333333333,0.0,1.611111111111111,0.19444444444444442,4.3999999999999995,20,4,1,65,8,2,20,3,12
10025.sol,PricingStrategy,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,2.444444444444444,1.111111111111111,69.55555555555556,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,9.11111111111111,0,4,2,148,0,0,14,0,7
10025.sol,SafeMath,0.07083333333333333,0.0,0.26875,0.0,0.575,1.3948863636363638,0.0,2.925,0.4354166666666666,29.54375,0.0,1.4520833333333334,0.09166666666666667,0.18958333333333333,1.8583333333333334,0.0,7.447916666666667,6,4,2,77,11,2,12,4,32
10025.sol,SafeMathLibExt,0.14166666666666666,0.0,0.20416666666666666,0.0,0.55,1.8418560606060606,0.0,3.1833333333333336,0.20416666666666666,21.975,0.0,1.4708333333333332,0.18333333333333335,0.37916666666666665,1.7166666666666668,0.0,6.591666666666667,6,4,1,51,11,2,9,4,20
10025.sol,StandardToken,0.17129629629629628,0.04629629629629628,0.36574074074074076,0.0,0.0,5.2780555555555555,0.013888888888888883,3.027777777777778,0.39351851851851855,38.24305555555556,0.0,1.3518518518518519,0.05555555555555555,0.0,1.787037037037037,0.16203703703703703,5.6342592592592595,10,4,2,90,25,4,28,5,36
1003.sol,NameFilter,0.1904761904761904,0.1111111111111111,0.1269841269841269,0.2063492063492063,0.3809523809523809,4.982142857142857,0.0793650793650793,11.16279069767442,0.0317460317460317,36.58139534883721,0.0158730158730158,0.8888888888888888,0.8412698412698413,0.0793650793650793,0.9523809523809524,0.0158730158730158,9.793650793650794,13,20,2,103,56,53,128,20,63
1003.sol,PlayerBook,0.16087965065237791,0.08304548800872329,0.19230820241849653,0.09884947568771096,0.11305166906771183,6.994319082873284,0.031868465758840066,6.442937232889386,0.1038801216608703,28.910007629266,0.008694083694083692,0.8174468727944664,0.19011333289408155,0.031664332399626516,0.9867040861693268,0.21620010634048062,6.3695067354659605,27,16,2,121,49,34,90,10,400
1003.sol,PlayerBookReceiverInterface,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,86.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0,4,1,99,0,0,9,0,2
1003.sol,SafeMath,0.11310122339534105,0.0,0.1755398740692858,0.0,0.1960993799229093,1.646664446664447,0.03349673202614378,6.001221001221001,0.1993493978788096,18.144112559553736,0.022624434389140264,0.7047346716464363,0.23051784816490697,0.12519901122842295,1.2429553017788313,0.0,7.4807707270942565,7,12,2,51,13,10,13,5,66
1005.sol,SEC,0.0875,0.0,0.6333333333333333,0.0,0.1,8.521291208791208,0.0,6.566666666666666,0.17916666666666664,42.34583333333333,0.0,1.8791666666666667,0.13333333333333333,0.15833333333333333,1.4083333333333332,0.0,12.6375,13,8,1,79,28,2,29,6,25
1005.sol,TokenERC20,0.10158730158730159,0.0,0.40691609977324256,0.0,0.15192743764172337,6.537885923600209,0.015873015873015872,6.833560090702948,0.15453514739229024,38.76258503401361,0.0,1.4464852607709753,0.028571428571428574,0.14081632653061224,1.4294784580498867,0.25090702947845805,11.48185941043084,14,12,1,101,21,2,34,6,50
1005.sol,owned,0.2222222222222222,0.0,0.0,0.0,0.16666666666666666,5.111111111111111,0.0,5.5555555555555545,0.2222222222222222,23.888888888888886,0.0,0.8888888888888888,0.0,0.0,1.222222222222222,0.19444444444444442,7.222222222222222,9,8,1,67,4,0,11,1,10
1005.sol,tokenRecipient,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0,0,1,128,0,0,16,0,1
1006.sol,Administration,0.10476190476190476,0.0,0.0238095238095238,0.0,0.07142857142857142,7.148809523809524,0.0,6.076190476190476,0.12857142857142856,25.511904761904763,0.0,0.9190476190476191,0.047619047619047616,0.0,1.6238095238095238,0.13095238095238096,7.3428571428571425,16,8,1,67,8,2,18,3,31
1006.sol,Anno,0.323826319290029,0.0,0.2764752049026242,0.0,0.11691735683671166,6.516173062129116,0.029458276938115643,7.53170699032768,0.18435546308530174,36.73279085617448,0.0,1.608863358863359,0.4085077109270658,0.0053763440860215,1.3157392562634498,0.38792149830456274,9.767755486001453,16,15,2,107,62,8,115,15,127
1006.sol,AnnoMedal,0.3609307359307359,0.0,0.23611111111111113,0.0,0.18641774891774893,9.618860454433577,0.011363636363636364,6.738528138528139,0.26235569985569984,43.66367243867244,0.0,1.8699494949494948,0.21536796536796537,0.06854256854256853,1.6652236652236652,0.3547077922077922,9.274260461760461,17,16,2,101,46,6,85,11,72
1006.sol,AnnoToken,0.2583028083028083,0.0,0.3988106543662099,0.0,0.12467948717948717,6.957306234561491,0.00886243386243386,6.7594333649889204,0.23947734364401027,40.25762221317777,0.0,1.7172392936281824,0.11844616289060733,0.06074707185818296,1.6866209921765476,0.3061372269705603,9.389838556505223,22,16,2,149,45,8,67,11,208
1006.sol,ApproveAndCallFallBack,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,93.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0,4,1,93,0,0,8,0,1
1006.sol,SafeMath,0.25,0.0,0.25,0.0,0.5625,1.9875,0.0,6.0,0.5,29.3125,0.0,1.5625,0.25,0.3125,2.0,0.0,10.375,7,8,2,67,8,2,9,3,16
1008.sol,SETC,0.0875,0.0,0.6333333333333333,0.0,0.1,8.521291208791208,0.0,6.566666666666666,0.17916666666666664,42.395833333333336,0.0,1.8791666666666667,0.13333333333333333,0.15833333333333333,1.4083333333333332,0.0,12.6375,13,8,1,79,28,2,29,6,25
1008.sol,TokenERC20,0.10158730158730159,0.0,0.40691609977324256,0.0,0.15192743764172337,6.537885923600209,0.015873015873015872,6.833560090702948,0.15453514739229024,38.76258503401361,0.0,1.4464852607709753,0.028571428571428574,0.14081632653061224,1.4294784580498867,0.25090702947845805,11.48185941043084,14,12,1,101,21,2,34,6,50
1008.sol,owned,0.2222222222222222,0.0,0.0,0.0,0.16666666666666666,5.111111111111111,0.0,5.5555555555555545,0.2222222222222222,23.888888888888886,0.0,0.8888888888888888,0.0,0.0,1.222222222222222,0.19444444444444442,7.222222222222222,9,8,1,67,4,0,11,1,10
1008.sol,tokenRecipient,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0,0,1,128,0,0,16,0,1
1009.sol,StandardToken,0.04,0.0,0.3093939393939394,0.10303030303030303,0.1409090909090909,6.261363636363636,0.03484848484848484,6.946666666666667,0.3415151515151515,41.83111111111111,0.0,1.2866666666666666,0.06969696969696967,0.08787878787878786,1.607878787878788,0.16636363636363635,8.848484848484848,8,12,2,95,22,2,51,7,34
1009.sol,Token,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,63.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,0,4,2,63,0,0,7,0,1
1009.sol,VerixChain,0.39515669515669516,0.11025641025641024,0.454985754985755,0.4105413105413105,0.051282051282051266,7.22962962962963,0.03333333333333333,6.962962962962963,0.12165242165242163,75.57407407407408,0.0,1.441025641025641,0.2962962962962963,0.4245014245014245,1.6564102564102565,0.498005698005698,20.283190883190887,17,8,2,255,25,8,68,6,32
1010.sol,DSWP,0.24841269841269836,0.0,0.4595238095238095,0.0,0.0357142857142857,6.441964285714286,0.027777777777777776,3.53015873015873,0.1849206349206349,35.81269841269841,0.0,1.8761904761904762,0.07142857142857142,0.0,1.8682539682539683,0.4452380952380952,6.055555555555555,13,6,2,88,21,2,33,6,28
1010.sol,SafeMath,0.1,0.0,0.225,0.0,0.45,2.1,0.0,3.1,0.45,26.55,0.0,1.225,0.0,0.225,1.8,0.0,6.55,7,4,2,70,6,0,10,2,9
1010.sol,TokenReceiver,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,73.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0,2,1,73,0,0,7,0,1
1011.sol,CanReclaimToken,0.25,0.0,0.25,0.0,0.0,5.833333333333333,0.0,3.0,0.25,37.0,0.0,1.5,0.0,0.0,2.0,0.5,5.25,9,4,1,62,6,0,15,2,4
1011.sol,ERC20,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,2.6666666666666665,0.8333333333333334,53.666666666666664,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,7.5,0,4,2,73,0,0,8,0,5
1011.sol,ERC20Basic,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,1.6666666666666667,62.666666666666664,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0,2,2,69,0,0,5,0,3
1011.sol,IBasicMultiToken,0.0,0.0,0.8,0.0,0.0,0.0,0.0,4.0,1.6,70.0,0.0,0.0,0.0,0.0,3.2,0.0,9.1,0,4,2,102,0,0,10,0,10
1011.sol,IMultiToken,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.75,116.25,0.0,0.0,0.0,0.0,4.0,0.0,13.75,0,4,2,145,0,0,14,0,4
1011.sol,MultiBuyer,0.25,0.1041666666666666,0.2916666666666667,0.0416666666666666,0.25,5.875,0.0833333333333333,9.674418604651162,0.0416666666666666,42.83720930232558,0.0625,1.5,0.5,0.3125,1.75,0.5208333333333334,11.479166666666666,14,16,2,125,72,24,108,16,48
1011.sol,Ownable,0.1625,0.0,0.05,0.0,0.125,8.598214285714285,0.0,2.966666666666667,0.19583333333333333,28.03333333333333,0.0,1.1,0.225,0.0,1.875,0.0625,4.570833333333333,20,4,1,66,7,2,21,3,16
1011.sol,SafeERC20,0.0,0.0,0.8333333333333334,0.0,0.0,5.116666666666666,0.0,2.8444444444444446,0.25555555555555554,32.65555555555556,0.0,1.0555555555555556,0.0,0.0,2.0444444444444443,0.25555555555555554,5.077777777777778,7,4,1,79,5,0,15,1,16
1011.sol,SafeMath,0.07083333333333333,0.020833333333333325,0.175,0.1875,0.30833333333333335,1.5674603174603174,0.020833333333333325,3.154166666666667,0.35,25.425,0.0,0.9333333333333333,0.08333333333333333,0.1958333333333333,1.4,0.0,5.233333333333333,6,6,2,72,9,4,25,3,27
10129.sol,BytesDeserializer,0.25,0.125,0.125,0.0,0.25,2.125,0.0,3.7142857142857144,0.25,28.571428571428573,0.125,1.0,1.05,0.525,1.9,0.0,6.875,6,6,2,74,8,10,16,4,40
10129.sol,CrowdsaleBase,0.12994330923252492,0.07271229360690144,0.18839188453159045,0.0,0.11384838835819228,8.551107715813599,0.08474785925766318,3.2529394473838917,0.30612892236666744,33.92789535567314,0.0,0.9195902862569528,0.0893771397447868,0.03180827886710239,1.7808582122307612,0.2538991985683162,5.058824551900532,38,8,2,158,51,6,109,9,178
10129.sol,ERC20,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,81.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0,2,2,87,0,0,8,0,3
10129.sol,ERC20Basic,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,1.6666666666666667,62.666666666666664,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0,2,2,69,0,0,5,0,3
10129.sol,FinalizeAgent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.222222222222222,1.222222222222222,36.11111111111111,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,4.888888888888889,0,4,2,60,0,0,8,0,5
10129.sol,Haltable,0.18333333333333332,0.0,0.0,0.0,0.0,5.65,0.15,2.8666666666666663,0.13333333333333333,19.633333333333333,0.0,0.7333333333333333,0.0,0.0,1.1333333333333333,0.05,4.533333333333333,15,4,1,56,4,0,9,1,18
