Solidity-File,Contract-Name,Avg-Assignment,Avg-blank-lines,Avg-commas,Avg-comments,Avg-comparisons,Avg-Identifiers-Length,Avg-conditionals,Avg-indentation-length,Avg-keywords,Avg-line-length,Avg-loops,Avg-number-of-identifiers,Avg-numbers,Avg-operators,Avg-parenthesis,Avg-periods,Avg-spaces,Max-Identifiers-Length,Max-indentation,Max-keywords,Max-line-length,Max-number-of-identifiers,Max-numbers,Max-char,Max-words,SLOC,ground truth,type
1001,SafeMath,0.1416666666666666,0.0,0.2041666666666666,0.0,0.425,1.6145833333333333,0.0,3.1,0.4083333333333333,26.7375,0.0,1.1375,0.1,0.2541666666666666,1.55,0.0,6.479166666666667,6,4,2,69,8,2,10,3,20,,
1002,MultiSigWallet,0.1127674814006083,0.0,0.1088648515227462,0.0,0.1227582890106109,7.089506937506937,0.1055564949326559,7.648071616721771,0.0905161422684642,26.98414439413356,0.0287711095234315,0.9531438973822874,0.1999671518711766,0.0915353475214156,1.1501067078776055,0.1361549479072698,8.867882889212611,18,16,2,79,28,8,46,11,233,0,unchecked external call
1002,MultiSigWalletWithDailyLimit,0.1352380952380952,0.0,0.1,0.0,0.0922222222222222,9.05890909090909,0.0955555555555555,7.67936507936508,0.1330158730158729,27.46142857142857,0.0,0.8539682539682539,0.1311111111111111,0.1144444444444444,1.0492063492063493,0.12,9.09031746031746,16,20,2,94,25,4,44,9,54,0,unchecked external call
10022,CrowdsaleExt,0.0929794576450498,0.0587356382984908,0.2224469678186438,0.0,0.1988528331950975,8.81311240359228,0.0829840306975681,3.2982599100246155,0.4865885697926391,42.99446672608437,0.0150337407690348,0.8793729498856413,0.1692454201720921,0.0451971946935685,2.186474458704515,0.2132018012205361,5.880255301261546,40,10,2,204,66,8,133,13,336,1,timestamp dependency
10022,CrowdsaleTokenExt,0.2333333333333333,0.1277777777777777,0.1708333333333333,0.0,0.01875,8.269047619047619,0.01875,3.3432581453634085,0.2451388888888888,31.36967418546366,0.0,1.011111111111111,0.0694444444444444,0.0,1.5138888888888888,0.1736111111111111,4.680555555555555,23,8,2,131,24,4,30,5,54,0,timestamp dependency
10022,FinalizeAgent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.6666666666666666,26.333333333333332,0.0,0.0,0.0,0.0,2.0,0.0,4.666666666666667,0,4,2,60,0,0,8,0,3,0,timestamp dependency
10022,Haltable,0.1833333333333333,0.0,0.0,0.0,0.0,5.65,0.15,2.8666666666666663,0.1333333333333333,19.633333333333333,0.0,0.7333333333333333,0.0,0.0,1.1333333333333333,0.05,4.533333333333333,15,4,1,56,4,0,9,1,18,0,timestamp dependency
10022,MintableTokenExt,0.1091503267973856,0.0159722222222222,0.1412173202614379,0.0,0.034313725490196,9.989827533577534,0.0431956115779645,3.1971055088702145,0.3403186274509804,40.49132819794584,0.0049019607843137,1.0097747432306254,0.0515522875816993,0.0209150326797385,1.5948295985060692,0.232329598506069,5.475560224089636,32,8,2,139,28,4,76,7,74,0,timestamp dependency
10022,Ownable,0.2444444444444444,0.0,0.0666666666666666,0.0,0.1666666666666666,5.583333333333333,0.0,2.9555555555555557,0.1777777777777777,21.96666666666667,0.0,1.0888888888888888,0.1333333333333333,0.0,1.611111111111111,0.1944444444444444,4.3999999999999995,20,4,1,65,8,2,20,3,12,0,timestamp dependency
10022,PricingStrategy,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.333333333333333,1.0833333333333333,65.16666666666667,0.0,0.0,0.0,0.0,2.5,0.0,8.083333333333334,0,4,2,148,0,0,14,0,8,0,timestamp dependency
10022,ReleasableToken,0.1238095238095238,0.0571428571428571,0.2619047619047619,0.0,0.0,7.173809523809523,0.0761904761904761,3.4047619047619047,0.1476190476190476,32.74404761904762,0.0,0.9452380952380952,0.0,0.0,1.7238095238095237,0.1309523809523809,5.347619047619048,14,12,1,108,6,0,18,2,38,0,timestamp dependency
10022,ReservedTokensFinalizeAgent,0.2015306122448979,0.1014739229024943,0.072704081632653,0.0,0.3112244897959183,8.560119047619047,0.0532879818594104,3.7926065162907263,0.2620464852607709,38.37139724310777,0.010204081632653,0.9172335600907028,0.1269841269841269,0.0561224489795918,2.137755102040816,0.2534013605442177,5.406746031746032,40,10,2,110,60,14,218,11,65,0,timestamp dependency
10022,SafeMath,0.0708333333333333,0.0,0.26875,0.0,0.575,1.3948863636363638,0.0,2.925,0.4354166666666667,29.54375,0.0,1.4520833333333334,0.0916666666666666,0.1895833333333333,1.8583333333333336,0.0,7.447916666666667,6,4,2,77,11,2,12,4,32,0,timestamp dependency
10022,SafeMathLibExt,0.1416666666666666,0.0,0.2041666666666666,0.0,0.55,1.8418560606060608,0.0,3.1833333333333336,0.2041666666666666,21.975,0.0,1.4708333333333332,0.1833333333333333,0.3791666666666666,1.7166666666666668,0.0,6.591666666666667,6,4,1,51,11,2,9,4,20,,
10022,StandardToken,0.0625,0.0416666666666666,0.1458333333333333,0.0,0.0,5.020833333333333,0.0208333333333333,2.833333333333333,0.5208333333333333,36.083333333333336,0.0,0.6666666666666666,0.0833333333333333,0.0,1.7916666666666667,0.0625,5.4375,8,4,2,90,12,4,26,3,21,0,timestamp dependency
10022,UpgradeAgent,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.333333333333333,0.8333333333333333,43.666666666666664,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0,4,2,61,0,0,7,0,4,0,timestamp dependency
10022,UpgradeableToken,0.212034632034632,0.093073593073593,0.0571428571428571,0.0,0.3068398268398268,10.373333333333331,0.2535930735930736,4.279999999999999,0.1919480519480519,37.95,0.0,0.9510822510822512,0.2505627705627705,0.0,1.6212987012987017,0.2763636363636363,5.961212121212121,15,8,2,86,27,4,43,6,57,0,timestamp dependency
10023,CrowdsaleExt,0.0929794576450498,0.0587356382984908,0.2224469678186438,0.0,0.1988528331950975,8.81311240359228,0.0829840306975681,3.2982599100246155,0.4865885697926391,42.99446672608437,0.0150337407690348,0.8793729498856413,0.1692454201720921,0.0451971946935685,2.186474458704515,0.2132018012205361,5.880255301261546,40,10,2,204,66,8,133,13,336,1,timestamp dependency
10023,ERC20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5,80.0,0.0,0.0,0.0,0.0,4.0,0.0,9.5,0,2,2,87,0,0,9,0,2,0,timestamp dependency
10023,ERC20Basic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,68.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0,2,2,68,0,0,7,0,1,0,timestamp dependency
10023,FinalizeAgent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.6666666666666666,26.333333333333332,0.0,0.0,0.0,0.0,2.0,0.0,4.666666666666667,0,4,2,60,0,0,8,0,3,0,timestamp dependency
10023,Haltable,0.1833333333333333,0.0,0.0,0.0,0.0,5.65,0.15,2.8666666666666663,0.1333333333333333,19.633333333333333,0.0,0.7333333333333333,0.0,0.0,1.1333333333333333,0.05,4.533333333333333,15,4,1,56,4,0,9,1,18,0,timestamp dependency
10023,NullFinalizeAgentExt,0.0833333333333333,0.0,0.0,0.0,0.0,2.375,0.0,2.333333333333333,0.5,29.125,0.0,0.1666666666666666,0.0,0.0,1.8333333333333333,0.0,4.208333333333333,10,4,2,82,2,0,9,1,10,0,timestamp dependency
10023,Ownable,0.2444444444444444,0.0,0.0666666666666666,0.0,0.1666666666666666,5.583333333333333,0.0,2.9555555555555557,0.1777777777777777,21.96666666666667,0.0,1.0888888888888888,0.1333333333333333,0.0,1.611111111111111,0.1944444444444444,4.3999999999999995,20,4,1,65,8,2,20,3,12,0,timestamp dependency
10023,PricingStrategy,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.333333333333333,1.0833333333333333,65.16666666666666,0.0,0.0,0.0,0.0,2.5,0.0,8.083333333333334,0,4,2,148,0,0,14,0,8,0,timestamp dependency
10023,ReleasableToken,0.15,0.05,0.2291666666666666,0.0,0.0,7.777083333333333,0.0666666666666666,3.3125,0.1708333333333333,32.067708333333336,0.0,0.9104166666666668,0.0,0.0,1.675,0.1145833333333333,5.2625,16,12,1,108,6,0,18,2,41,0,timestamp dependency
10023,SafeMathLibExt,0.1416666666666666,0.0,0.2041666666666666,0.0,0.55,1.8418560606060608,0.0,3.1833333333333336,0.2041666666666666,21.975,0.0,1.4708333333333332,0.1833333333333333,0.3791666666666666,1.7166666666666668,0.0,6.591666666666667,6,4,1,51,11,2,9,4,20,,
10024,CrowdsaleExt,0.1049100209948641,0.0673522836470251,0.0826837711559319,0.0,0.218096655762365,10.077284571681854,0.0968798459850161,3.4884140948657074,0.3108038859309296,35.94151189312479,0.0164886189079737,0.9879339684962752,0.1914891118603005,0.0495711167606881,2.0051068843269464,0.2396993362360132,5.314414905195948,40,10,2,204,66,8,133,13,343,1,timestamp dependency
10024,FinalizeAgent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.222222222222222,1.222222222222222,36.11111111111111,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,4.888888888888889,0,4,2,60,0,0,8,0,5,0,timestamp dependency
10024,Haltable,0.1833333333333333,0.0,0.0,0.0,0.0,5.65,0.15,2.8666666666666663,0.1333333333333333,19.633333333333333,0.0,0.7333333333333333,0.0,0.0,1.1333333333333333,0.05,4.533333333333333,15,4,1,56,4,0,9,1,18,0,timestamp dependency
10024,MintableTokenExt,0.1091503267973856,0.0159722222222222,0.1412173202614379,0.0,0.034313725490196,9.989827533577534,0.0431956115779645,3.1971055088702145,0.3403186274509804,40.49132819794584,0.0049019607843137,1.0097747432306254,0.0515522875816993,0.0209150326797385,1.5948295985060692,0.232329598506069,5.475560224089636,32,8,2,139,28,4,76,7,74,0,timestamp dependency
10024,MintedTokenCappedCrowdsaleExt,0.1155344655344655,0.0545454545454545,0.4296703296703296,0.0,0.2259740259740259,12.50110544217687,0.0,3.161050061050062,0.3215950715950715,44.23229548229548,0.0,1.1372793872793874,0.0,0.0,1.8113886113886113,0.1344155844155844,5.671428571428572,28,4,2,146,16,0,34,4,49,0,timestamp dependency
10024,Ownable,0.2444444444444444,0.0,0.0666666666666666,0.0,0.1666666666666666,5.583333333333333,0.0,2.9555555555555557,0.1777777777777777,21.96666666666667,0.0,1.0888888888888888,0.1333333333333333,0.0,1.611111111111111,0.1944444444444444,4.3999999999999995,20,4,1,65,8,2,20,3,12,0,timestamp dependency
10024,PricingStrategy,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,2.444444444444444,1.111111111111111,69.55555555555556,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,9.11111111111111,0,4,2,148,0,0,14,0,7,0,timestamp dependency
10024,SafeMath,0.0708333333333333,0.0,0.26875,0.0,0.575,1.3948863636363638,0.0,2.925,0.4354166666666666,29.54375,0.0,1.4520833333333334,0.0916666666666666,0.1895833333333333,1.8583333333333336,0.0,7.447916666666667,6,4,2,77,11,2,12,4,32,0,timestamp dependency
10024,SafeMathLibExt,0.1416666666666666,0.0,0.2041666666666666,0.0,0.55,1.8418560606060608,0.0,3.1833333333333336,0.2041666666666666,21.975,0.0,1.4708333333333332,0.1833333333333333,0.3791666666666666,1.7166666666666668,0.0,6.591666666666667,6,4,1,51,11,2,9,4,20,,
10024,StandardToken,0.1712962962962962,0.0462962962962962,0.3657407407407407,0.0,0.0,5.2780555555555555,0.0138888888888888,3.027777777777778,0.3935185185185185,38.24305555555556,0.0,1.351851851851852,0.0555555555555555,0.0,1.787037037037037,0.162037037037037,5.6342592592592595,10,4,2,90,25,4,28,5,36,0,timestamp dependency
10025,CrowdsaleExt,0.1049100209948641,0.0673522836470251,0.0826837711559319,0.0,0.218096655762365,10.077284571681854,0.0968798459850161,3.4884140948657074,0.3108038859309296,35.94151189312479,0.0164886189079737,0.9879339684962752,0.1914891118603005,0.0495711167606881,2.0051068843269464,0.2396993362360132,5.314414905195948,40,10,2,204,66,8,133,13,343,1,timestamp dependency
10025,FinalizeAgent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.222222222222222,1.222222222222222,36.11111111111111,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,4.888888888888889,0,4,2,60,0,0,8,0,5,0,timestamp dependency
10025,Haltable,0.1833333333333333,0.0,0.0,0.0,0.0,5.65,0.15,2.8666666666666663,0.1333333333333333,19.633333333333333,0.0,0.7333333333333333,0.0,0.0,1.1333333333333333,0.05,4.533333333333333,15,4,1,56,4,0,9,1,18,0,timestamp dependency
10025,MintableTokenExt,0.1091503267973856,0.0159722222222222,0.1412173202614379,0.0,0.034313725490196,9.989827533577534,0.0431956115779645,3.1971055088702145,0.3403186274509804,40.49132819794584,0.0049019607843137,1.0097747432306254,0.0515522875816993,0.0209150326797385,1.5948295985060692,0.232329598506069,5.475560224089636,32,8,2,139,28,4,76,7,74,0,timestamp dependency
10025,MintedTokenCappedCrowdsaleExt,0.1155344655344655,0.0545454545454545,0.4296703296703296,0.0,0.2259740259740259,12.50110544217687,0.0,3.161050061050062,0.3215950715950715,44.23229548229548,0.0,1.1372793872793874,0.0,0.0,1.8113886113886113,0.1344155844155844,5.671428571428572,28,4,2,146,16,0,34,4,49,0,timestamp dependency
10025,Ownable,0.2444444444444444,0.0,0.0666666666666666,0.0,0.1666666666666666,5.583333333333333,0.0,2.9555555555555557,0.1777777777777777,21.96666666666667,0.0,1.0888888888888888,0.1333333333333333,0.0,1.611111111111111,0.1944444444444444,4.3999999999999995,20,4,1,65,8,2,20,3,12,0,timestamp dependency
10025,PricingStrategy,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,2.444444444444444,1.111111111111111,69.55555555555556,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,9.11111111111111,0,4,2,148,0,0,14,0,7,0,timestamp dependency
10025,SafeMath,0.0708333333333333,0.0,0.26875,0.0,0.575,1.3948863636363638,0.0,2.925,0.4354166666666666,29.54375,0.0,1.4520833333333334,0.0916666666666666,0.1895833333333333,1.8583333333333336,0.0,7.447916666666667,6,4,2,77,11,2,12,4,32,0,timestamp dependency
10025,SafeMathLibExt,0.1416666666666666,0.0,0.2041666666666666,0.0,0.55,1.8418560606060608,0.0,3.1833333333333336,0.2041666666666666,21.975,0.0,1.4708333333333332,0.1833333333333333,0.3791666666666666,1.7166666666666668,0.0,6.591666666666667,6,4,1,51,11,2,9,4,20,,
10025,StandardToken,0.1712962962962962,0.0462962962962962,0.3657407407407407,0.0,0.0,5.2780555555555555,0.0138888888888888,3.027777777777778,0.3935185185185185,38.24305555555556,0.0,1.351851851851852,0.0555555555555555,0.0,1.787037037037037,0.162037037037037,5.6342592592592595,10,4,2,90,25,4,28,5,36,0,timestamp dependency
1003,NameFilter,0.1904761904761904,0.1111111111111111,0.1269841269841269,0.2063492063492063,0.3809523809523809,4.982142857142857,0.0793650793650793,11.16279069767442,0.0317460317460317,36.58139534883721,0.0158730158730158,0.8888888888888888,0.8412698412698413,0.0793650793650793,0.9523809523809524,0.0158730158730158,9.793650793650794,13,20,2,103,56,53,128,20,63,,
1003,PlayerBook,0.1608796506523779,0.0830454880087232,0.1923082024184965,0.0988494756877109,0.1130516690677118,6.994319082873284,0.03186846575884,6.442937232889386,0.1038801216608703,28.910007629266,0.0086940836940836,0.8174468727944664,0.1901133328940815,0.0316643323996265,0.9867040861693268,0.2162001063404806,6.3695067354659605,27,16,2,121,49,34,90,10,400,0,ether strict equality
1003,PlayerBookReceiverInterface,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,86.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0,4,1,99,0,0,9,0,2,,
1003,SafeMath,0.113101223395341,0.0,0.1755398740692858,0.0,0.1960993799229093,1.646664446664447,0.0334967320261437,6.001221001221001,0.1993493978788096,18.144112559553736,0.0226244343891402,0.7047346716464363,0.2305178481649069,0.1251990112284229,1.2429553017788313,0.0,7.480770727094256,7,12,2,51,13,10,13,5,66,,
1005,SEC,0.0875,0.0,0.6333333333333333,0.0,0.1,8.521291208791208,0.0,6.566666666666666,0.1791666666666666,42.34583333333333,0.0,1.8791666666666669,0.1333333333333333,0.1583333333333333,1.4083333333333332,0.0,12.6375,13,8,1,79,28,2,29,6,25,,
1005,TokenERC20,0.1015873015873015,0.0,0.4069160997732425,0.0,0.1519274376417233,6.537885923600209,0.0158730158730158,6.833560090702948,0.1545351473922902,38.76258503401361,0.0,1.4464852607709753,0.0285714285714285,0.1408163265306122,1.4294784580498867,0.250907029478458,11.48185941043084,14,12,1,101,21,2,34,6,50,,
1005,owned,0.2222222222222222,0.0,0.0,0.0,0.1666666666666666,5.111111111111111,0.0,5.5555555555555545,0.2222222222222222,23.88888888888889,0.0,0.8888888888888888,0.0,0.0,1.222222222222222,0.1944444444444444,7.222222222222222,9,8,1,67,4,0,11,1,10,,
1005,tokenRecipient,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0,0,1,128,0,0,16,0,1,,
1006,Administration,0.1047619047619047,0.0,0.0238095238095238,0.0,0.0714285714285714,7.148809523809524,0.0,6.076190476190476,0.1285714285714285,25.511904761904763,0.0,0.9190476190476192,0.0476190476190476,0.0,1.6238095238095238,0.1309523809523809,7.3428571428571425,16,8,1,67,8,2,18,3,31,0,ether strict equality
1006,Anno,0.323826319290029,0.0,0.2764752049026242,0.0,0.1169173568367116,6.516173062129116,0.0294582769381156,7.53170699032768,0.1843554630853017,36.73279085617448,0.0,1.608863358863359,0.4085077109270658,0.0053763440860215,1.3157392562634498,0.3879214983045627,9.767755486001452,16,15,2,107,62,8,115,15,127,0,ether strict equality
1006,AnnoMedal,0.3609307359307359,0.0,0.2361111111111111,0.0,0.1864177489177489,9.618860454433577,0.0113636363636363,6.738528138528139,0.2623556998556998,43.66367243867244,0.0,1.8699494949494948,0.2153679653679653,0.0685425685425685,1.6652236652236652,0.3547077922077922,9.27426046176046,17,16,2,101,46,6,85,11,72,0,ether strict equality
1006,AnnoToken,0.2583028083028083,0.0,0.3988106543662099,0.0,0.1246794871794871,6.957306234561491,0.0088624338624338,6.75943336498892,0.2394773436440102,40.25762221317777,0.0,1.7172392936281824,0.1184461628906073,0.0607470718581829,1.6866209921765476,0.3061372269705603,9.389838556505223,22,16,2,149,45,8,67,11,208,0,ether strict equality
1006,ApproveAndCallFallBack,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,93.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0,4,1,93,0,0,8,0,1,0,ether strict equality
1006,SafeMath,0.25,0.0,0.25,0.0,0.5625,1.9875,0.0,6.0,0.5,29.3125,0.0,1.5625,0.25,0.3125,2.0,0.0,10.375,7,8,2,67,8,2,9,3,16,0,ether strict equality
1008,SETC,0.0875,0.0,0.6333333333333333,0.0,0.1,8.521291208791208,0.0,6.566666666666666,0.1791666666666666,42.395833333333336,0.0,1.8791666666666669,0.1333333333333333,0.1583333333333333,1.4083333333333332,0.0,12.6375,13,8,1,79,28,2,29,6,25,,
1008,TokenERC20,0.1015873015873015,0.0,0.4069160997732425,0.0,0.1519274376417233,6.537885923600209,0.0158730158730158,6.833560090702948,0.1545351473922902,38.76258503401361,0.0,1.4464852607709753,0.0285714285714285,0.1408163265306122,1.4294784580498867,0.250907029478458,11.48185941043084,14,12,1,101,21,2,34,6,50,,
1008,owned,0.2222222222222222,0.0,0.0,0.0,0.1666666666666666,5.111111111111111,0.0,5.5555555555555545,0.2222222222222222,23.88888888888889,0.0,0.8888888888888888,0.0,0.0,1.222222222222222,0.1944444444444444,7.222222222222222,9,8,1,67,4,0,11,1,10,,
1008,tokenRecipient,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0,0,1,128,0,0,16,0,1,,
1009,StandardToken,0.04,0.0,0.3093939393939394,0.103030303030303,0.1409090909090909,6.261363636363636,0.0348484848484848,6.946666666666667,0.3415151515151515,41.83111111111111,0.0,1.2866666666666666,0.0696969696969696,0.0878787878787878,1.607878787878788,0.1663636363636363,8.848484848484848,8,12,2,95,22,2,51,7,34,0,unchecked external call
1009,Token,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,63.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,0,4,2,63,0,0,7,0,1,0,unchecked external call
1009,VerixChain,0.3951566951566951,0.1102564102564102,0.454985754985755,0.4105413105413105,0.0512820512820512,7.22962962962963,0.0333333333333333,6.962962962962963,0.1216524216524216,75.57407407407408,0.0,1.441025641025641,0.2962962962962963,0.4245014245014245,1.6564102564102563,0.498005698005698,20.283190883190887,17,8,2,255,25,8,68,6,32,0,unchecked external call
1010,DSWP,0.2484126984126983,0.0,0.4595238095238095,0.0,0.0357142857142857,6.441964285714286,0.0277777777777777,3.53015873015873,0.1849206349206349,35.81269841269841,0.0,1.876190476190476,0.0714285714285714,0.0,1.8682539682539685,0.4452380952380952,6.055555555555555,13,6,2,88,21,2,33,6,28,,
1010,SafeMath,0.1,0.0,0.225,0.0,0.45,2.1,0.0,3.1,0.45,26.55,0.0,1.225,0.0,0.225,1.8,0.0,6.55,7,4,2,70,6,0,10,2,9,,
1010,TokenReceiver,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,73.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0,2,1,73,0,0,7,0,1,,
1011,CanReclaimToken,0.25,0.0,0.25,0.0,0.0,5.833333333333333,0.0,3.0,0.25,37.0,0.0,1.5,0.0,0.0,2.0,0.5,5.25,9,4,1,62,6,0,15,2,4,0,reentrancy
1011,ERC20,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,2.6666666666666665,0.8333333333333334,53.666666666666664,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,7.5,0,4,2,73,0,0,8,0,5,0,reentrancy
1011,ERC20Basic,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,1.6666666666666667,62.666666666666664,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0,2,2,69,0,0,5,0,3,0,reentrancy
1011,IBasicMultiToken,0.0,0.0,0.8,0.0,0.0,0.0,0.0,4.0,1.6,70.0,0.0,0.0,0.0,0.0,3.2,0.0,9.1,0,4,2,102,0,0,10,0,10,0,reentrancy
1011,IMultiToken,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.75,116.25,0.0,0.0,0.0,0.0,4.0,0.0,13.75,0,4,2,145,0,0,14,0,4,0,reentrancy
1011,MultiBuyer,0.25,0.1041666666666666,0.2916666666666667,0.0416666666666666,0.25,5.875,0.0833333333333333,9.674418604651162,0.0416666666666666,42.83720930232558,0.0625,1.5,0.5,0.3125,1.75,0.5208333333333334,11.479166666666666,14,16,2,125,72,24,108,16,48,1,reentrancy
1011,Ownable,0.1625,0.0,0.05,0.0,0.125,8.598214285714285,0.0,2.966666666666667,0.1958333333333333,28.03333333333333,0.0,1.1,0.225,0.0,1.875,0.0625,4.570833333333333,20,4,1,66,7,2,21,3,16,0,reentrancy
1011,SafeERC20,0.0,0.0,0.8333333333333334,0.0,0.0,5.116666666666666,0.0,2.844444444444445,0.2555555555555555,32.65555555555556,0.0,1.0555555555555556,0.0,0.0,2.0444444444444443,0.2555555555555555,5.077777777777778,7,4,1,79,5,0,15,1,16,,
1011,SafeMath,0.0708333333333333,0.0208333333333333,0.175,0.1875,0.3083333333333333,1.5674603174603174,0.0208333333333333,3.154166666666667,0.35,25.425,0.0,0.9333333333333332,0.0833333333333333,0.1958333333333333,1.4,0.0,5.233333333333333,6,6,2,72,9,4,25,3,27,,
10129,BytesDeserializer,0.25,0.125,0.125,0.0,0.25,2.125,0.0,3.7142857142857144,0.25,28.571428571428573,0.125,1.0,1.05,0.525,1.9,0.0,6.875,6,6,2,74,8,10,16,4,40,,
10129,CrowdsaleBase,0.1299433092325249,0.0727122936069014,0.1883918845315904,0.0,0.1138483883581922,8.551107715813599,0.0847478592576631,3.2529394473838917,0.3061289223666674,33.92789535567314,0.0,0.9195902862569528,0.0893771397447868,0.0318082788671023,1.7808582122307612,0.2538991985683162,5.058824551900532,38,8,2,158,51,6,109,9,178,1,timestamp dependency
10129,ERC20,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,81.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0,2,2,87,0,0,8,0,3,0,timestamp dependency
